HOLDING_ID	INDEX_NAME	INDEX_IDENTIFIER	NARRATIVE_DESC
161042938	SGX Nikkei Dividend Index Futures	MNDZ5 Index	
158359361	CMBX AAA CDSI S13 PRC INDX	CY451600	
158361862	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159435140	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159747960	CBOT $5 Mini Dow Jones Industr	INDU	
159748295	CME Standard & Poor's 500 Inde	SPX	
159794439	U.S. Secured Overnight Financing Rate	SOFR	
160939285	ICE U.S. mini MSCI EAFE Index Futures	MFSZ5 Index	
156084876	U.S. Urban CPI	CPURNSA	
158303118	S&P MID 400 EMINI Dec 2025	EMDZ25	
158335568	MSCI EMERGING MARKETS INDEX	GB00BP5FTD07	
158369878	S and P 500 INDX	783786106	
156393206	ITRAXX XOVER S42 V3 12/20/29	ITXEX542	
156455756	MARKIT CMBX.NA.BBB 15	CY562349	
156392148	S and P 500 INDX	783786106	
156386997	S and P 500 INDX	783786106	
156388148	S and P 500 INDX	783786106	
161042889	UKDA index - FTSE 100 Dividend Index Futures	UKDZ6 Index	
160403319	JPY - 1D Overnight Tokyo Average Rate	TONA	
159366891	ABX.HE.AAA.06-2	N/A	N/A
158353545	CMBX AAA CDSI S17 PRC CORP	CY885799	
156361428	CMBX AAA CDSI S17 PRC CORP	CY885799	
160527630	Custom Basket	B8ACGQEV7_BASKET	Custom Basket
156456878	CMBX AAA CDSI S16 PRC INDX	CY873245	
160383497	United States SOFR Secured Ove	SOFRRATE	
156353455	CMBX AAA CDSI S18 PRC INDX	CZ030005	
156405259	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158977495	S&P500 EMINI FUT  Dec25	SPX	
159009078	CME E-mini Technology Select Sector Futures	IXTZ5 Index	
159170947	Markit CMBX North American BBB- 9	137BERAI8	
155869402	CME E-mini S&P 500 Index Futures	ESU5 Index	
159440232	CMBX.NA.AAA.8	N/A	N/A
159754958	FTSE/MIB Index Future	FTSEMIB	
159794583	iShares iBoxx $ Investment Grade Corporate Bond ETF	N/A	
159794046	U.S. Secured Overnight Financing Rate	SOFR	
159793968	U.S. Secured Overnight Financing Rate	SOFR	
159794249	U.S. Secured Overnight Financing Rate	SOFR	
159384937	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
156378275	CMBX AAA CDSI S16 PRC INDX	CY873245	
156373926	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156277824	S and P 500 INDX	783786106	
156387368	S and P 500 INDX	783786106	
156421925	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156400210	CMBX AAA CDSI S18 PRC INDX	CZ030005	
158243291	US CPI Urban Consumers NAS	CPURNSA	
159274774	NZ$ Bank Bill 3M FRA	N/A	N/A
159386707	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
156350248	S and P 500 INDX	783786106	
158335546	S and P 500 INDX	783786106	
156455217	MARKIT CMBX.NA.BBB- S18	CZ030008	
156461574	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156377280	CMBX AAA CDSI S13 PRC INDX	CY451600	
156387951	S and P 500 INDX	783786106	
161041790	SGX MSCI Singapore Index Futures	QZX5 Index	
158357222	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158357602	CMBX BBB- CDSI S16 PRC CORP	CY873248	
155861535	CME E-mini NASDAQ 100 Index Futures	NQU5 Index	
156349736	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156362310	CMBX BBB- CDSI S17 PRC INDX	CY885802	
160353244	S&P 500 Future (e-Mini) Dec 2025	ESZ25	
159343849	SONIA O/N Deposit Rates Swap	N/A	N/A
159132382	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
159736452	CBOT 2 Year U.S. Treasury Notes Futures	TUZ5 Comdty	
156387652	S and P 500 INDX	783786106	
156391858	S and P 500 INDX	783786106	
156356909	CMBX AAA CDSI S17 PRC CORP	CY885799	
156350078	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156411089	CMBX AAA CDSI S13 PRC INDX	CY451600	
156411179	CMBX AAA CDSI S17 PRC CORP	CY885799	
